,SVM_pred,True_label
0,5,4
1,5,4
2,5,1
3,5,4
4,5,5
5,5,4
6,5,5
7,5,5
8,5,4
9,5,4
10,5,1
11,5,5
12,5,5
13,5,5
14,5,4
15,5,5
16,5,5
17,5,5
18,5,4
19,5,1
20,5,5
21,5,3
22,5,5
23,5,5
24,5,5
25,5,5
26,5,5
27,5,5
28,5,5
29,5,1
30,5,4
31,5,5
32,5,4
33,5,5
34,5,5
35,5,5
36,5,4
37,5,5
38,5,5
39,5,5
40,5,5
41,5,5
42,5,4
43,5,5
44,5,5
45,5,5
46,5,4
47,5,3
48,5,5
49,5,5
50,5,5
51,5,5
52,5,3
53,5,5
54,5,5
55,5,5
56,5,2
57,5,5
58,5,5
59,5,3
60,5,5
61,5,4
62,5,5
63,5,5
64,5,5
65,5,5
66,5,4
67,5,3
68,5,5
69,5,3
70,5,5
71,5,1
72,5,1
73,5,5
74,5,4
75,5,3
76,5,5
77,5,5
78,5,4
79,5,5
80,5,5
81,5,5
82,5,5
83,5,5
84,5,5
85,5,2
86,5,5
87,5,5
88,5,5
89,5,5
90,5,5
91,5,5
92,5,5
93,5,5
94,5,5
95,5,4
96,5,2
97,5,4
98,5,5
99,5,4
100,5,5
101,5,4
102,5,5
103,5,2
104,5,5
105,5,5
106,5,5
107,5,5
108,5,4
109,5,5
110,5,5
111,5,4
112,5,5
113,5,5
114,5,4
115,5,5
116,5,5
117,5,5
118,5,3
119,5,1
120,5,5
121,5,5
122,5,5
123,5,5
124,5,4
125,5,5
126,5,1
127,5,5
128,5,5
129,5,5
130,5,5
131,5,5
132,5,2
133,5,5
134,5,5
135,5,5
136,5,4
137,5,5
138,5,4
139,5,5
140,5,5
141,5,4
142,5,3
143,5,5
144,5,5
145,5,3
146,5,3
147,5,5
148,5,4
149,5,4
150,5,5
151,5,5
152,5,5
153,5,5
154,5,5
155,5,5
156,5,5
157,5,4
158,5,5
159,5,5
160,5,5
161,5,4
162,5,4
163,5,5
164,5,5
165,5,5
166,5,5
167,5,4
168,5,5
169,5,4
170,5,5
171,5,4
172,5,4
173,5,5
174,5,5
175,5,4
176,5,5
177,5,5
178,5,4
179,5,4
180,5,5
181,5,4
182,5,5
183,5,5
184,5,5
185,5,5
186,5,5
187,5,5
188,5,5
189,5,5
190,5,4
191,5,4
192,5,5
193,5,5
194,5,4
195,5,5
196,5,5
197,5,4
198,5,5
199,5,4
200,5,4
201,5,4
202,5,5
203,5,5
204,5,5
205,5,5
206,5,4
207,5,5
208,5,5
209,5,5
210,5,2
211,5,5
212,5,4
213,5,5
214,5,5
215,5,4
216,5,5
217,5,3
218,5,5
219,5,5
220,5,2
221,5,5
222,5,1
223,5,3
224,5,3
225,5,5
226,5,5
227,5,5
228,5,5
229,5,5
230,5,5
231,5,5
232,5,5
233,5,3
234,5,5
235,5,5
236,5,5
237,5,3
238,5,4
239,5,5
240,5,5
241,5,5
242,5,4
243,5,5
244,5,3
245,5,5
246,5,4
247,5,5
248,5,5
249,5,3
250,5,5
251,5,4
252,5,5
253,5,5
254,5,5
255,5,4
256,5,3
257,5,5
258,5,3
259,5,5
260,5,5
261,5,5
262,5,5
263,5,2
264,5,3
265,5,3
266,5,5
267,5,3
268,5,4
269,5,4
270,5,4
271,5,5
272,5,5
273,5,5
274,5,5
275,5,5
276,5,5
277,5,5
278,5,1
279,5,4
280,5,5
281,5,5
282,5,5
283,5,4
284,5,5
285,5,1
286,5,4
287,5,5
288,5,5
289,5,5
290,5,4
291,5,5
292,5,5
293,5,5
294,5,5
295,5,5
296,5,5
297,5,5
298,5,5
299,5,5
300,5,5
301,5,5
302,5,4
303,5,5
304,5,5
305,5,5
306,5,5
307,5,5
308,5,3
309,5,4
310,5,5
311,5,5
312,5,5
313,5,5
314,5,3
315,5,5
316,5,3
317,5,5
318,5,4
319,5,5
320,5,5
321,5,5
322,5,2
323,5,5
324,5,3
325,5,5
326,5,5
327,5,5
328,5,4
329,5,5
330,5,5
331,5,4
332,5,2
333,5,4
334,5,1
335,5,4
336,5,5
337,5,4
338,5,3
339,5,5
340,5,5
341,5,4
342,5,5
343,5,5
344,5,5
345,5,5
346,5,5
347,5,5
348,5,4
349,5,5
350,5,5
351,5,4
352,5,5
353,5,5
354,5,5
355,5,5
356,5,4
357,5,5
358,5,3
359,5,5
360,5,5
361,5,5
362,5,5
363,5,5
364,5,5
365,5,4
366,5,4
367,5,1
368,5,5
369,5,4
370,5,5
371,5,5
372,5,5
373,5,5
374,5,5
375,5,4
376,5,4
377,5,5
378,5,5
379,5,5
380,5,5
381,5,5
382,5,3
383,5,5
384,5,4
385,5,5
386,5,5
387,5,4
388,5,5
389,5,4
390,5,4
391,5,4
392,5,4
393,5,4
394,5,1
395,5,5
396,5,4
397,5,5
398,5,4
399,5,5
400,5,5
401,5,5
402,5,5
403,5,5
404,5,5
405,5,5
406,5,5
407,5,5
408,5,1
409,5,5
410,5,5
411,5,3
412,5,5
413,5,1
414,5,4
415,5,2
416,5,5
417,5,4
418,5,4
419,5,5
420,5,5
421,5,4
422,5,4
423,5,5
424,5,5
425,5,5
426,5,4
427,5,5
428,5,5
429,5,5
430,5,5
431,5,5
432,5,5
433,5,5
434,5,4
435,5,4
436,5,5
437,5,4
438,5,5
439,5,5
440,5,5
441,5,5
442,5,5
443,5,4
444,5,5
445,5,4
446,5,4
447,5,4
448,5,5
449,5,4
450,5,5
451,5,3
452,5,4
453,5,4
454,5,4
455,5,4
456,5,2
457,5,2
458,5,4
459,5,5
460,5,4
461,5,5
462,5,2
463,5,5
464,5,4
465,5,4
466,5,3
467,5,4
468,5,4
469,5,4
470,5,4
471,5,5
472,5,4
473,5,5
474,5,5
475,5,5
476,5,4
477,5,5
478,5,1
479,5,5
480,5,5
481,5,5
482,5,4
483,5,4
484,5,3
485,5,5
486,5,5
487,5,5
488,5,4
489,5,3
490,5,5
491,5,5
492,5,5
493,5,3
494,5,5
495,5,5
496,5,4
497,5,3
498,5,1
499,5,5
500,5,5
501,5,3
502,5,3
503,5,3
504,5,5
505,5,3
506,5,5
507,5,5
508,5,5
509,5,2
510,5,4
511,5,3
512,5,5
513,5,5
514,5,5
515,5,5
516,5,5
517,5,5
518,5,5
519,5,4
520,5,4
521,5,5
522,5,4
523,5,5
524,5,4
525,5,5
526,5,5
527,5,4
